Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2007,125.0,4.98,0,92.0,6.74,92.0,0.1,5957.145693,2.2,0.762,13.6,94,1,74.2
2007,96.0,3.88,332,94.0,4.32,93.0,0.1,2695.366223,4.1,0.659,11.4,32,1,74.4
2012,71.0,1.7,0,99.0,4.37,99.0,0.1,23649.36661,6.0,0.812,14.5,10,1,76.5
2003,152.0,4.5,19,95.0,4.6,94.0,0.4,218.25997,1.3,0.686,13.3,111,1,72.1
2012,5.0,7.81,0,89.0,8.68,89.0,0.1,44333.8518,0.9,0.901,18.7,64,0,82.5
2009,136.0,10.7,3,96.0,7.12,99.0,0.1,11527.59323,2.3,0.818,15.1,113,0,75.7
2000,182.0,9.4,0,97.0,6.62,97.0,0.1,5117.589923,4.2,0.0,14.1,56,1,74.0
2013,179.0,6.02,0,86.0,5.96,86.0,0.4,9484.56898,3.5,0.719,12.7,132,1,71.2
2000,139.0,1.83,0,98.0,8.0,98.0,0.1,2182.99711,14.8,0.577,11.3,87,1,69.6
2006,178.0,6.2,8,88.0,4.34,89.0,1.8,3836.468771,3.4,0.677,12.6,41,1,72.3
2014,192.0,0.26,27,85.0,4.66,89.0,0.3,152.443873,9.5,0.483,9.1,122,1,66.4
2003,343.0,0.56,10,95.0,3.5,93.0,1.9,232.7945459,9.7,0.0,4.7,45,1,58.8
2000,257.0,4.49,8,99.0,5.59,99.0,0.7,635.789635,3.1,0.669,13.3,147,1,67.5
2010,58.0,7.2,0,98.0,9.47,98.0,0.1,5276.25591,1.3,0.895,15.8,134,0,81.5
2002,19.0,4.1,1,98.0,6.5,99.0,0.1,2994.339988,3.3,0.692,12.5,37,1,77.7
2006,14.0,4.17,1,99.0,7.67,89.0,0.1,4669.6916,3.2,0.732,14.7,37,1,78.0
2012,239.0,0.01,18,98.0,7.68,98.0,0.7,678.796973,6.1,0.475,10.5,118,1,64.6
2013,196.0,0.26,28,89.0,4.51,92.0,0.3,148.912351,9.7,0.474,8.7,122,1,66.0
2014,8.0,4.51,1,98.0,5.88,98.0,0.1,4575.763787,1.3,0.761,14.2,1,1,77.5
2009,77.0,11.3,0,83.0,11.19,83.0,0.1,47654.18721,1.9,0.87,15.3,8,0,82.0
2010,214.0,0.01,12,52.0,3.28,64.0,1.2,123.383675,8.5,0.484,7.6,90,1,62.0
2002,67.0,1.1,75,79.0,4.82,64.0,24.7,29.9798977,7.6,0.388,10.4,85,1,44.0
2002,69.0,2.44,66,85.0,6.93,84.0,18.4,377.135244,7.3,0.433,10.0,152,1,45.5
2001,35.0,6.22,27,52.0,5.63,45.0,5.0,413.7383164,4.7,0.443,7.9,61,1,58.9
2008,189.0,0.07,181,83.0,2.81,77.0,0.2,216.52766,1.7,0.641,11.7,65,1,67.7
2004,285.0,1.15,39,74.0,4.56,72.0,2.1,583.493514,8.8,0.423,8.1,16,1,56.1
2006,115.0,8.39,0,85.0,5.27,84.0,0.1,15646.5591,3.9,0.766,14.8,12,1,74.1
2010,86.0,0.01,1,98.0,2.76,98.0,0.1,38497.61696,3.2,0.79,13.5,76,1,74.0
2011,144.0,0.17,39,8.0,3.32,79.0,0.1,5854.614497,5.1,0.649,10.4,66,1,77.0
2004,195.0,15.07,0,95.0,5.13,94.0,0.1,885.465115,2.3,0.805,15.7,46,1,72.3
2012,24.0,0.01,0,92.0,1.37,94.0,0.1,1763.815497,0.1,0.581,11.9,75,1,65.7
2010,273.0,0.44,2,88.0,8.84,88.0,3.1,1325.99724,5.6,0.441,5.5,40,1,61.3
2001,168.0,0.01,298,85.0,2.47,85.0,0.1,42.5981152,21.3,0.468,7.5,11,1,65.8
2000,647.0,5.37,4,97.0,4.64,97.0,38.8,3349.68823,12.2,0.559,11.7,19,1,47.8
2000,115.0,3.06,608,86.0,4.6,85.0,0.1,959.372181,5.1,0.583,9.5,32,1,71.7
2014,122.0,5.26,36,87.0,6.3,87.0,0.1,1452.27766,1.5,0.754,13.1,92,1,76.6
2007,16.0,5.16,0,95.0,8.37,95.0,0.1,418.292176,2.8,0.703,12.9,18,1,75.4
2014,57.0,0.01,3,99.0,1.23,96.0,0.1,3896.21151,1.7,0.899,15.3,71,0,83.5
2010,211.0,2.48,8,96.0,1.99,96.0,0.1,4439.23,3.3,0.0,10.6,145,1,65.8
2004,29.0,1.18,0,89.0,5.64,9.0,0.1,818.442619,1.3,0.459,8.1,128,1,67.1
2004,229.0,0.38,3,57.0,1.31,57.0,0.1,467.5438297,12.0,0.484,10.2,139,1,62.3
2009,251.0,0.17,2,84.0,3.82,83.0,0.1,778.5454199,7.0,0.465,10.3,34,1,61.3
2005,274.0,2.75,2,99.0,5.9,99.0,0.1,998.8226671,2.4,0.637,11.8,93,1,64.5
2005,69.0,7.99,4,95.0,8.18,98.0,0.1,37217.64873,1.5,0.87,14.9,71,0,82.0
2005,93.0,7.57,2,92.0,6.69,91.0,0.1,7615.3468,1.0,0.79,14.6,31,1,78.4
2009,74.0,1.95,0,97.0,3.79,98.0,0.1,19356.67236,5.9,0.814,14.4,10,1,76.0
2008,8.0,11.53,0,96.0,7.34,99.0,0.1,114293.8433,0.9,0.887,13.5,83,0,80.0
2014,329.0,0.01,11,49.0,1.4,5.0,0.9,458.4651734,6.5,0.426,9.9,80,1,58.1
2015,74.0,4.6,0,99.0,6.0,99.0,0.1,3954.22783,1.3,0.762,14.2,1,1,77.8
2010,252.0,0.12,95,75.0,6.36,7.0,0.9,348.151511,1.6,0.312,4.5,103,1,58.2
2002,7.0,7.87,5,89.0,7.85,96.0,0.1,32289.3554,1.4,0.86,14.7,71,0,81.8
2000,614.0,2.62,72,85.0,7.16,85.0,18.7,341.955625,7.5,0.418,9.6,152,1,43.8
2010,16.0,12.1,0,97.0,8.25,97.0,0.1,1355.74586,1.6,0.803,14.2,36,0,76.6
2006,277.0,0.11,110,52.0,7.39,51.0,1.5,258.463873,11.5,0.286,3.7,103,1,54.5
2003,29.0,3.1,4,93.0,7.61,94.0,0.3,2519.737387,1.9,0.628,12.0,43,1,69.9
2008,119.0,6.76,1,94.0,8.17,94.0,0.1,962.312164,1.5,0.77,15.7,149,1,76.4
2007,185.0,8.12,0,99.0,3.3,99.0,0.1,12154.82994,6.3,0.733,13.1,124,1,72.2
2010,61.0,2.63,1,95.0,7.36,95.0,0.1,3661.994,1.1,0.878,15.7,68,1,81.7
2006,89.0,1.74,1,94.0,2.33,92.0,0.1,42372.22166,4.9,0.823,12.8,148,1,75.4
2011,72.0,9.47,0,95.0,11.24,95.0,0.1,38426.5581,0.3,0.901,19.7,101,0,86.0
2014,49.0,7.45,0,9.0,8.86,9.0,0.1,52473.11356,0.9,0.915,19.0,64,0,82.5
2001,123.0,6.48,1,94.0,7.46,94.0,0.1,6281.37747,1.7,0.742,14.2,149,1,75.2
2003,12.0,4.14,0,87.0,7.94,87.0,0.1,2214.732246,3.0,0.0,12.1,18,1,75.2
2003,321.0,0.59,14,62.0,6.79,68.0,1.4,588.3582595,1.4,0.433,7.2,109,1,59.6
2011,74.0,11.2,3,94.0,1.93,95.0,0.1,4681.32796,1.1,0.912,16.8,53,0,85.0
2014,155.0,0.01,2,76.0,1.48,77.0,0.1,1153.51578,11.1,0.612,12.5,139,1,68.0
2001,1.0,11.01,1,96.0,8.29,95.0,0.1,23121.56635,0.8,0.873,18.2,14,0,78.0
2005,15.0,5.16,1,97.0,6.12,98.0,0.1,279.142931,1.8,0.685,10.8,1,1,73.5
2008,235.0,2.4,8,96.0,1.93,96.0,0.1,394.467675,3.3,0.0,10.5,145,1,64.5
2001,225.0,5.02,0,9.0,1.28,92.0,1.5,51.216381,7.8,0.497,9.4,120,1,62.8
2012,349.0,2.59,43,7.0,4.91,78.0,5.6,1734.93612,6.3,0.554,12.3,152,1,59.2
2002,145.0,8.02,3,98.0,6.32,99.0,0.1,5196.932921,2.6,0.79,15.0,113,0,74.5
2014,133.0,3.83,1,93.0,5.36,92.0,0.5,4855.743789,1.7,0.727,12.8,70,1,75.8
2012,84.0,6.76,2,9.0,7.24,9.0,0.1,15431.9293,0.8,0.826,15.5,31,1,79.9
2004,18.0,13.28,1,99.0,8.8,99.0,0.1,1259.5266,2.1,0.793,15.3,63,0,72.9
2003,64.0,2.33,62,85.0,8.18,83.0,18.2,429.1583434,7.2,0.443,10.2,152,1,46.4
2007,14.0,3.63,9,95.0,5.94,96.0,0.2,359.71886,1.3,0.696,12.9,42,1,74.7
2000,197.0,4.68,1,9.0,4.17,9.0,0.9,643.947262,7.2,0.709,11.7,142,1,69.1
2003,144.0,0.01,3,95.0,4.6,95.0,0.1,4676.96753,5.4,0.74,16.0,81,1,71.3
2006,229.0,10.4,0,96.0,6.8,96.0,0.1,9667.9757,2.5,0.807,16.2,77,0,75.0
2010,11.0,0.56,23,99.0,5.86,99.0,0.1,2834.2472,6.2,0.603,10.7,95,1,72.8
2006,186.0,0.04,3,62.0,0.65,63.0,0.1,441.53226,11.9,0.511,11.0,139,1,64.9
2003,198.0,3.77,5,86.0,6.12,86.0,0.3,115.565314,2.0,0.583,11.0,102,1,76.0
2011,183.0,2.83,22,99.0,5.65,99.0,0.1,1564.966945,3.1,0.664,12.0,150,1,68.5
2011,67.0,1.92,0,96.0,8.11,96.0,0.1,6497.55443,14.0,0.663,11.8,87,1,77.3
2006,267.0,7.99,6,99.0,6.39,98.0,0.8,233.18831,2.7,0.716,14.7,147,1,67.7
2002,187.0,0.01,474,71.0,2.76,68.0,0.1,499.8633,22.2,0.457,5.5,107,1,63.2
2006,79.0,2.1,0,98.0,3.8,98.0,0.1,1937.99549,5.9,0.81,14.2,10,1,75.5
2006,96.0,13.11,0,97.0,9.67,97.0,0.1,19821.44463,0.5,0.793,15.4,114,0,78.5
2002,184.0,13.29,1,98.0,7.47,99.0,0.1,665.6443,2.2,0.775,14.6,63,0,72.5
2000,131.0,6.65,1,92.0,7.82,9.0,0.1,6871.897677,1.7,0.738,14.0,149,1,75.1
2006,317.0,0.16,49,53.0,3.2,57.0,2.6,296.68382,9.1,0.356,7.1,58,1,55.6
2000,235.0,0.71,0,88.0,4.56,86.0,0.1,154.518572,1.4,0.455,7.2,128,1,65.8
2005,69.0,1.49,0,96.0,3.74,96.0,0.1,29869.85398,2.0,0.821,12.6,126,0,82.0
2008,14.0,3.96,1,91.0,3.8,89.0,0.1,41.26997,2.1,0.721,12.3,6,1,73.2
2005,248.0,2.85,8,99.0,3.51,99.0,0.1,174.51475,3.4,0.0,10.3,145,1,63.3
2003,285.0,1.35,40,75.0,4.63,73.0,2.1,519.2922847,9.0,0.416,7.7,16,1,55.8
2003,134.0,3.03,1,96.0,5.56,94.0,0.1,93.1661567,2.1,0.657,10.8,6,1,72.7
2010,29.0,0.3,65,9.0,1.92,9.0,0.5,987.7365832,13.3,0.515,8.8,97,1,65.4
2012,25.0,0.55,58,87.0,2.22,84.0,0.5,1171.58257,13.2,0.533,9.1,97,1,65.9
2002,168.0,5.66,4,87.0,6.77,87.0,0.1,1148.229882,2.3,0.632,12.2,110,1,71.5
2000,7.0,9.56,0,97.0,5.77,97.0,0.1,14672.8826,1.0,0.798,12.5,38,0,78.1
2004,214.0,5.16,8,66.0,4.28,79.0,2.1,2421.9662,3.5,0.666,12.5,41,1,69.3
2014,78.0,9.88,0,98.0,9.5,98.0,0.1,2277.53613,0.5,0.837,16.8,114,0,89.0
2003,268.0,1.44,26,69.0,6.74,69.0,1.9,362.4213785,11.7,0.445,9.3,26,1,63.0
2010,18.0,9.8,0,92.0,6.55,92.0,0.1,11326.21947,2.3,0.815,16.0,77,0,72.8
2013,12.0,11.63,2,95.0,6.4,99.0,0.1,1378.54911,2.1,0.838,15.4,113,0,77.1
2006,168.0,6.18,15,98.0,3.49,98.0,0.5,3368.952576,8.9,0.686,12.4,138,1,73.0
2007,41.0,9.65,137,7.0,9.76,73.0,8.4,41.858631,6.3,0.442,10.3,146,1,55.5
2014,362.0,0.01,78,44.0,3.62,37.0,2.9,125.998515,8.5,0.39,7.3,30,1,52.6
2014,55.0,8.49,0,99.0,9.75,99.0,0.1,2618.92599,0.8,0.847,14.3,89,0,81.4
2013,153.0,6.5,10,99.0,4.0,99.0,0.1,6171.262444,7.9,0.733,13.6,138,1,74.5
2003,338.0,0.18,55,61.0,3.45,57.0,2.9,37.1931781,9.7,0.338,5.9,58,1,53.3
2014,184.0,0.01,18,99.0,5.84,99.0,0.1,25.448414,3.1,0.69,12.1,150,1,69.2
2008,161.0,6.12,8,86.0,4.2,82.0,1.4,511.37937,3.3,0.692,12.8,41,1,73.3
2013,192.0,0.01,0,97.0,9.76,97.0,0.2,1619.532678,5.5,0.559,11.0,120,1,67.1
2009,232.0,0.17,1,93.0,6.3,93.0,0.4,177.234497,17.5,0.0,10.9,17,1,67.4
2001,331.0,0.68,14,52.0,6.68,55.0,1.3,539.41528,1.5,0.422,6.6,109,1,59.1
2002,416.0,2.16,127,76.0,6.45,76.0,14.5,262.884551,4.0,0.311,6.2,96,1,49.8
2010,19.0,5.26,0,96.0,5.81,96.0,0.5,833.31332,3.4,0.7,12.3,132,1,73.0
2012,9.0,0.09,9,98.0,3.86,98.0,0.1,2533.9462,7.4,0.818,14.5,121,1,74.1
2006,144.0,3.52,9,92.0,5.86,96.0,0.3,335.786541,1.3,0.693,12.8,42,1,74.4
2002,229.0,2.33,8,99.0,3.34,98.0,0.1,967.917468,3.5,0.0,10.2,145,1,63.3
2005,138.0,1.97,5,99.0,4.6,99.0,0.1,1259.87591,15.5,0.712,12.9,131,1,74.2
2008,97.0,4.27,308,99.0,4.59,97.0,0.1,3471.247547,4.0,0.672,11.9,32,1,74.5
2001,135.0,7.53,1,93.0,6.89,93.0,0.1,1634.87561,2.8,0.709,13.1,123,1,73.1
2006,157.0,8.51,4,97.0,5.6,97.0,0.1,5828.745662,3.7,0.755,13.7,116,0,72.5
2005,162.0,0.73,7,79.0,7.86,75.0,0.1,1578.4239,3.0,0.675,11.2,9,1,68.4
2011,241.0,0.15,93,4.0,6.66,75.0,0.7,375.5819866,1.3,0.323,4.8,103,1,59.4
2008,477.0,4.87,4,89.0,8.19,88.0,40.2,2842.438422,6.3,0.514,10.6,133,1,51.4
2002,179.0,4.14,0,88.0,4.24,88.0,0.1,3957.51296,7.9,0.683,12.5,91,1,71.5
2000,189.0,1.6,36,99.0,5.29,99.0,0.1,558.221144,3.4,0.0,10.6,150,1,67.1
2002,24.0,2.97,4,81.0,7.9,81.0,0.4,248.4125,1.9,0.621,11.8,43,1,73.0
2006,22.0,5.46,0,97.0,7.84,97.0,1.2,843.89447,6.8,0.521,10.2,120,1,64.7
2010,16.0,8.41,0,9.0,6.17,86.0,0.1,1595.91232,3.8,0.781,15.8,12,1,74.7
2002,94.0,0.01,1,99.0,3.56,99.0,0.1,17789.41981,3.0,0.785,13.9,76,1,73.3
2008,289.0,0.49,2,89.0,8.5,89.0,3.3,1214.77118,5.6,0.427,5.0,40,1,62.0
2004,497.0,6.96,83,73.0,7.93,74.0,29.7,4863.51688,15.0,0.611,12.9,129,1,53.7
2014,199.0,13.94,0,97.0,5.69,97.0,0.1,8318.429294,2.0,0.796,15.7,13,1,72.0
2008,427.0,6.56,3,96.0,5.55,96.0,12.7,5623.379566,8.6,0.646,12.1,19,1,57.5
2012,276.0,8.3,3,8.0,3.13,82.0,4.9,9774.18117,6.2,0.669,12.5,51,1,63.5
2006,216.0,2.03,21,8.0,4.48,8.0,1.1,539.8791529,11.6,0.483,10.1,26,1,64.1
2014,66.0,12.32,0,98.0,11.21,98.0,0.1,51322.63997,2.0,0.892,15.9,8,0,81.4
2009,226.0,14.09,1,98.0,6.9,96.0,0.1,5176.172649,2.2,0.771,15.4,13,1,70.0
2003,81.0,9.46,1,93.0,8.61,94.0,0.1,18477.57841,0.8,0.823,15.2,55,1,79.1
2001,48.0,2.09,132,72.0,5.64,73.0,13.4,256.4414872,4.0,0.298,5.8,96,1,49.5
2007,154.0,10.6,3,96.0,5.21,96.0,0.1,8214.185378,3.6,0.766,14.1,116,0,72.9
2000,153.0,8.4,4,98.0,5.5,98.0,0.1,4492.72764,2.8,0.777,14.6,113,0,73.7
2003,15.0,14.21,1,96.0,9.54,99.0,0.1,15772.7334,0.6,0.789,15.8,114,0,77.3
2002,124.0,5.86,1,93.0,7.18,95.0,0.1,488.768855,1.7,0.746,14.7,149,1,75.4
2011,169.0,10.14,0,92.0,6.1,92.0,0.1,1372.68947,2.3,0.81,15.8,77,0,73.6
2004,151.0,4.27,18,81.0,4.56,86.0,0.4,2448.143899,1.3,0.685,12.8,111,1,72.2
2011,247.0,8.34,20,93.0,7.71,97.0,1.3,617.317648,6.2,0.464,10.2,118,1,63.8
2014,187.0,1.88,13,65.0,6.2,73.0,0.4,3687.763767,1.2,0.614,10.7,57,1,71.7
2001,134.0,0.55,1,99.0,3.8,99.0,0.1,8476.61511,6.9,0.705,10.7,106,1,72.9
2005,151.0,3.54,9,89.0,5.87,92.0,0.3,321.942547,1.3,0.688,12.8,42,1,74.2
2014,271.0,0.01,86,58.0,8.18,62.0,0.1,612.696514,17.5,0.476,10.0,0,1,59.9
2005,189.0,15.52,0,96.0,5.2,96.0,0.1,1338.31322,2.2,0.812,15.9,46,1,72.8
2014,147.0,0.01,3,83.0,9.81,87.0,0.2,4712.822736,1.9,0.688,12.3,110,1,73.9
2005,135.0,0.46,4,96.0,3.29,96.0,0.1,5593.822995,8.8,0.734,12.9,86,1,73.4
2014,23.0,8.06,5,45.0,7.1,23.0,0.2,314.658296,2.4,0.746,15.2,147,1,78.0
2010,154.0,3.38,3,99.0,6.58,98.0,0.1,1526.497938,1.8,0.614,11.4,102,1,73.2
2006,185.0,8.12,0,99.0,3.73,99.0,0.1,1214.39987,6.3,0.728,13.1,124,1,72.2
2013,83.0,0.01,1,99.0,2.56,99.0,0.1,48399.9581,3.3,0.796,13.1,76,1,74.5
2013,117.0,5.82,0,94.0,8.68,94.0,0.1,16881.2568,1.4,0.788,15.5,149,1,76.8
2004,314.0,0.58,15,59.0,8.39,62.0,1.5,637.3616215,1.4,0.439,7.6,109,1,59.9
2011,58.0,7.4,0,98.0,11.7,98.0,0.1,59593.28711,1.3,0.901,16.0,134,0,81.7
2013,327.0,10.72,4,3.0,3.73,3.0,5.7,2246.9938,8.6,0.586,9.2,44,1,57.4
2005,34.0,1.07,9,96.0,2.97,96.0,1.6,276.75896,9.5,0.0,5.4,45,1,59.4
2009,254.0,0.91,47,76.0,4.7,77.0,0.5,415.6893226,7.6,0.5,9.7,84,1,62.8
2014,8.0,0.01,0,99.0,2.65,99.0,0.1,4159.8652,5.2,0.863,15.0,21,1,77.6
2013,184.0,2.42,2,92.0,6.95,92.0,0.2,3895.664491,1.6,0.675,13.2,43,1,73.0
2006,434.0,1.2,113,73.0,6.51,78.0,16.3,385.7567141,3.7,0.353,7.9,96,1,51.2
2006,21.0,0.2,41,91.0,5.7,89.0,0.2,348.6314534,18.0,0.476,9.6,99,1,66.0
2009,274.0,1.17,256,65.0,4.41,58.0,2.0,379.7566385,1.8,0.393,8.1,47,1,68.0
2014,126.0,0.52,4,97.0,4.17,97.0,0.1,11183.96191,7.4,0.783,13.0,86,1,74.8
2002,415.0,7.82,50,85.0,4.18,88.0,8.0,196.59778,7.4,0.343,7.2,118,1,57.0
2001,72.0,6.37,0,92.0,9.12,92.0,0.1,28585.9254,0.9,0.854,17.1,64,0,80.0
2005,93.0,1.47,0,98.0,9.52,98.0,0.1,3488.493769,14.5,0.625,12.1,87,1,74.3
2001,266.0,2.87,3,95.0,5.45,95.0,0.1,524.145924,2.6,0.588,9.4,93,1,63.2
2008,121.0,6.17,0,95.0,6.13,95.0,0.1,7325.73474,2.1,0.774,14.2,94,1,74.6
2004,77.0,9.56,1,98.0,8.52,98.0,0.1,39954.64222,1.0,0.885,16.5,100,0,79.2
2009,174.0,0.3,12,93.0,5.93,93.0,0.2,666.3458569,3.8,0.601,11.1,137,1,66.7
2001,193.0,3.51,5,89.0,5.26,87.0,0.4,143.6758,2.1,0.57,10.4,102,1,73.0
2002,144.0,4.03,20,95.0,4.94,95.0,0.4,259.192958,1.4,0.686,13.9,111,1,72.6
2002,228.0,0.02,12,91.0,5.31,89.0,1.2,46.9542322,1.3,0.446,6.5,90,1,62.0
2009,183.0,2.56,24,99.0,6.31,98.0,0.2,1213.265328,3.1,0.651,11.8,150,1,68.0
2009,149.0,0.83,0,66.0,3.9,66.0,0.1,2643.441423,1.5,0.589,10.7,151,1,78.0
2007,159.0,5.61,4,95.0,6.41,95.0,0.1,2312.192926,2.1,0.649,12.0,110,1,72.5
2008,145.0,3.51,1,91.0,5.4,91.0,0.4,492.492378,1.7,0.718,12.6,70,1,74.5
2013,71.0,10.94,3,94.0,11.16,95.0,0.1,4653.91143,1.1,0.919,16.9,53,0,86.0
2008,177.0,0.03,460,7.0,3.26,62.0,0.1,139.31288,21.1,0.513,7.3,107,1,64.6
2010,212.0,0.28,32,76.0,4.62,89.0,0.4,11.631377,1.3,0.449,7.7,122,1,64.3
2003,85.0,1.0,0,93.0,4.14,92.0,0.1,34176.98183,4.5,0.815,12.8,115,1,76.5
2011,52.0,2.39,6,95.0,11.79,96.0,10.5,1352.38433,6.6,0.469,11.0,79,1,52.3
2000,171.0,3.46,1,95.0,5.81,93.0,2.2,336.8742,1.9,0.682,11.4,70,1,72.6
2001,1.0,4.29,1,92.0,7.25,91.0,0.1,3981.52847,2.2,0.708,11.7,35,1,77.5
2002,221.0,4.42,89,77.0,2.79,79.0,0.1,1.68135,9.7,0.625,11.4,112,1,66.8
2013,233.0,0.01,17,98.0,7.69,98.0,0.5,688.8768557,5.9,0.485,10.8,118,1,65.2
2011,413.0,7.38,58,69.0,8.61,69.0,8.5,849.954224,8.0,0.638,12.8,129,1,58.9
2011,128.0,4.09,1,96.0,3.71,95.0,0.1,3526.978143,2.1,0.729,12.7,6,1,73.9
2009,63.0,2.55,1,96.0,7.46,96.0,0.1,27795.87671,1.1,0.876,15.6,68,1,81.5
2008,12.0,4.26,1,99.0,1.79,95.0,0.1,5376.447622,3.2,0.771,17.1,37,1,77.9
2005,28.0,2.35,18,87.0,6.79,87.0,0.4,277.83438,1.4,0.567,9.6,57,1,69.2
2001,23.0,0.09,58,73.0,5.36,72.0,0.1,248.6183539,19.0,0.446,9.0,99,1,63.2
2008,64.0,1.7,0,97.0,3.91,97.0,0.1,39721.4818,2.1,0.88,14.2,126,0,81.4
2006,65.0,8.44,2,97.0,8.82,96.0,0.1,3341.7482,0.5,0.856,16.0,69,0,81.2
2005,252.0,11.01,1,98.0,6.89,99.0,0.1,3126.71767,2.5,0.713,14.4,13,1,68.1
2014,179.0,0.01,12,87.0,5.68,88.0,0.2,198.687123,11.0,0.553,10.9,26,1,68.3
2013,284.0,0.01,41,63.0,5.49,63.0,1.0,54.169324,7.6,0.406,8.5,58,1,58.8
2009,195.0,2.13,17,95.0,6.36,94.0,0.6,738.2326684,11.4,0.52,10.5,26,1,66.1
2011,81.0,1.73,1,95.0,3.7,95.0,0.1,4462.3129,4.9,0.824,13.3,148,1,76.3
2001,74.0,2.53,1,93.0,7.61,92.0,0.1,236.19646,1.1,0.85,15.1,68,1,79.3
2000,238.0,0.08,62,74.0,5.43,74.0,0.1,231.42554,19.2,0.439,8.9,99,1,62.5
2013,5.0,7.31,0,91.0,8.75,91.0,0.1,4781.3888,0.9,0.907,19.0,64,0,82.4
2005,73.0,6.37,0,91.0,8.89,91.0,0.1,66775.3944,0.7,0.929,17.6,105,0,81.0
2009,9.0,10.52,0,96.0,9.38,96.0,0.1,24633.79785,1.7,0.873,16.9,127,0,79.1
2004,132.0,1.35,39,85.0,5.37,85.0,0.1,64.72953,4.9,0.675,12.0,144,1,72.0
2004,86.0,11.83,3,96.0,1.37,96.0,0.1,34165.9343,1.1,0.877,16.4,53,0,79.1
2004,321.0,11.5,21,98.0,5.19,97.0,0.3,412.372294,2.8,0.741,13.6,117,1,64.9
2009,15.0,4.34,15,92.0,7.1,92.0,0.1,5148.422113,2.0,0.691,12.4,33,1,73.6
2014,125.0,6.13,1,91.0,7.42,91.0,0.1,4429.6575,2.8,0.759,13.5,52,1,74.5
2011,418.0,3.78,38,88.0,11.98,89.0,1.3,445.525,8.0,0.392,8.9,125,1,48.9
2011,232.0,17.31,1,98.0,4.92,98.0,0.1,6519.71753,2.1,0.787,15.5,13,1,72.0
2013,198.0,8.44,5,72.0,7.67,76.0,0.2,429.71554,2.4,0.744,15.2,147,1,71.0
2002,351.0,1.0,22,58.0,4.7,59.0,5.3,28.832123,8.9,0.428,9.7,140,1,54.7
2004,224.0,5.78,0,99.0,9.94,96.0,1.6,693.345683,7.2,0.509,9.8,120,1,63.8
2013,12.0,0.01,0,93.0,4.29,93.0,0.2,3558.796314,6.9,0.643,13.6,25,1,72.8
2003,412.0,4.64,95,72.0,4.97,73.0,7.7,824.8689393,7.3,0.452,8.1,27,1,51.8
2012,81.0,11.96,0,98.0,9.74,98.0,0.1,2577.4264,0.5,0.824,16.3,114,0,83.0
2000,155.0,3.49,0,9.0,4.81,9.0,0.8,1239.377855,9.5,0.0,11.3,25,1,69.9
2008,169.0,3.64,3,97.0,6.98,97.0,0.2,1518.85386,1.8,0.607,11.1,102,1,72.5
2002,219.0,7.44,0,98.0,6.29,97.0,0.1,4132.34927,2.7,0.746,14.8,77,0,73.0
2005,72.0,9.69,1,96.0,9.6,96.0,0.1,41577.169,1.0,0.888,16.4,100,0,79.4
2005,127.0,0.92,10,83.0,4.11,8.0,0.1,1577.457182,6.3,0.624,11.0,136,1,73.5
2012,163.0,10.21,0,91.0,5.91,91.0,0.1,13822.8559,2.2,0.812,15.5,77,0,73.8
2004,168.0,4.16,0,98.0,4.29,98.0,0.1,5229.876738,7.7,0.696,12.8,91,1,71.9
2012,134.0,8.18,0,97.0,5.39,98.0,0.2,12565.44197,3.3,0.778,13.8,4,1,75.9
2000,194.0,5.88,21,97.0,3.4,97.0,0.8,27.564826,9.7,0.64,10.9,138,1,71.1
2014,522.0,0.01,6,9.0,1.62,93.0,9.4,1174.839214,5.6,0.491,10.8,79,1,52.1
2004,11.0,3.04,427,87.0,4.72,87.0,0.1,158.668462,4.6,0.622,10.2,32,1,73.5
2012,121.0,0.01,0,94.0,4.61,94.0,0.3,348.482762,7.1,0.636,13.2,25,1,72.7
2000,13.0,13.63,4,98.0,9.77,97.0,0.1,22465.64184,0.6,0.844,15.7,50,1,78.8
2002,142.0,2.72,2,89.0,8.72,84.0,0.1,779.3845935,3.0,0.677,11.8,52,1,71.7
2013,114.0,0.4,4,98.0,7.23,98.0,0.1,3992.86717,3.9,0.737,13.1,72,1,73.9
2005,327.0,0.21,51,59.0,2.82,59.0,2.7,33.424498,9.3,0.346,6.6,58,1,54.7
2009,152.0,10.93,1,94.0,6.78,94.0,0.1,6955.987733,2.1,0.768,13.8,22,0,73.2
2013,61.0,2.69,1,96.0,7.89,96.0,0.1,36393.66932,1.1,0.891,15.9,68,1,82.1
2006,587.0,1.18,61,99.0,8.99,99.0,21.1,297.6971211,7.1,0.377,9.6,85,1,47.1
2011,365.0,0.56,79,4.0,3.17,33.0,3.9,989.2363633,9.1,0.37,6.7,30,1,51.6
2008,275.0,1.78,61,92.0,4.85,93.0,2.2,1224.41554,7.4,0.53,9.8,54,1,63.0
2008,167.0,0.17,38,71.0,3.93,69.0,0.1,4521.3247,5.1,0.638,10.3,66,1,69.3
2013,393.0,0.01,3,98.0,9.66,98.0,9.8,3598.75972,4.6,0.539,11.4,133,1,57.6
2010,222.0,14.44,1,99.0,5.55,98.0,0.1,63.38877,2.2,0.78,15.5,13,1,73.0
